HR,Name,Const,RAh,RAmin,RAs,DEd,DEm,DEs,V,BminusV,RA,Hemisphere,DEC
8398,,,22,3,17.2,-29,54,15,7.1,0.32,22.05477778,-1,-29.90416667
8399,,,22,0,39.3,62,29,17,6.66,0.06,22.01091667,1,62.48805556
8400,16,Cep,21,59,15,73,10,48,5.03,0.44,21.9875,1,73.18
8401,30,Aqr,22,3,16.4,-6,31,21,5.54,0.96,22.05455556,-1,-6.5225
8402,31Omi,Aqr,22,3,18.9,-2,9,19,4.69,-0.06,22.05525,-1,-2.155277778
8403,,,22,1,50.6,52,52,56,5.78,-0.11,22.03072222,1,52.88222222
8404,21,Peg,22,3,19,11,23,11,5.8,-0.07,22.05527778,1,11.38638889
8405,13,PsA,22,4,23.9,-29,55,0,6.47,1.63,22.07330556,-1,-29.91666667
8406,14,Cep,22,2,4.6,58,0,2,5.56,0.06,22.03461111,1,58.00055556
8407,,,22,2,56.7,44,39,0,5.6,-0.03,22.04908333,1,44.65
8408,,,22,4,36.8,-26,49,21,5.96,-0.14,22.07688889,-1,-26.8225
8409,Kap2,Ind,22,5,50.9,-59,38,10,5.62,1.46,22.09747222,-1,-59.63611111
8410,32,Aqr,22,4,47.4,0,54,24,5.3,0.23,22.07983333,1,0.9066666667
8411,Lam,Gru,22,6,6.9,-39,32,36,4.46,1.37,22.10191667,-1,-39.54333333
8412,,,22,4,34.4,32,56,31,6.38,1.1,22.07622222,1,32.94194444
8413,22Nu,Peg,22,5,40.8,5,3,31,4.84,1.44,22.09466667,1,5.058611111
8414,34Alp,Aqr,22,5,47,0,19,11,2.96,0.98,22.09638889,-1,-0.3197222222
8415,,,22,5,11.4,26,40,26,5.78,1.25,22.0865,1,26.67388889
8416,18,Cep,22,3,52.9,63,7,11,5.29,1.58,22.06469444,1,63.11972222
8417,17Xi,Cep,22,3,47.4,64,37,40,4.29,0.34,22.06316667,1,64.62777778
8418,33Iot,Aqr,22,6,26.2,-13,52,11,4.27,-0.07,22.10727778,-1,-13.86972222
8419,23,Peg,22,5,34.7,28,57,50,5.7,-0.06,22.09297222,1,28.96388889
8420,,,22,10,42.5,-75,52,50,6.55,1.18,22.17847222,-1,-75.88055556
8421,,,22,5,16.4,46,44,41,6.13,1.61,22.08788889,1,46.74472222
8422,,,22,5,50.6,45,6,44,6.44,-0.03,22.09738889,1,45.11222222
8423,,,21,58,12.7,82,52,11,6.98,0.52,21.97019444,1,82.86972222
8424,,,22,6,2,45,0,52,5.14,1.57,22.10055556,1,45.01444444
8425,Alp,Gru,22,8,14,-46,57,40,1.74,-0.13,22.13722222,-1,-46.96111111
8426,20,Cep,22,5,0.5,62,47,8,5.27,1.41,22.08347222,1,62.78555556
8427,,,22,5,51.2,48,13,54,6.27,-0.06,22.09755556,1,48.23166667
8428,19,Cep,22,5,8.9,62,16,48,5.11,0.08,22.08580556,1,62.28
8429,,,22,6,12.4,45,14,55,6.19,0.09,22.10344444,1,45.24861111
8430,24Iot,Peg,22,7,0.7,25,20,42,3.76,0.44,22.11686111,1,25.345
8431,14Mu,PsA,22,8,23,-32,59,19,4.5,0.05,22.13972222,-1,-32.98861111
8432,,,22,11,55.3,-76,6,58,6.15,1,22.19869444,-1,-76.11611111
8433,Ups,PsA,22,8,26,-34,2,38,4.99,1.48,22.14055556,-1,-34.04388889
8434,,,22,6,13.5,56,20,35,6.39,-0.1,22.10375,1,56.34305556
8435,,,22,7,28.6,19,28,32,5.75,,22.12461111,1,19.47555556
8436,,,22,7,30,18,0,2,6.35,1.64,22.125,1,18.00055556
8437,,,22,8,42.7,-33,7,32,6.37,0.2,22.14519444,-1,-33.12555556
8438,25,Peg,22,7,50.3,21,42,10,5.78,-0.1,22.13063889,1,21.70277778
8439,35,Aqr,22,8,59,-18,31,11,5.81,-0.17,22.14972222,-1,-18.51972222
8440,,,22,9,58,-48,6,26,6.43,1.39,22.16611111,-1,-48.10722222
8441,,,22,8,17.2,25,32,37,6.11,0.27,22.13811111,1,25.54361111
8442,,,22,7,9.6,58,50,27,6.32,0.88,22.11933333,1,58.84083333
8443,,,22,7,25.5,53,18,26,6.14,0.43,22.12375,1,53.30722222
8444,,,22,9,55.7,-34,0,53,5.37,0.24,22.16547222,-1,-34.01472222
8445,,,22,8,16.5,49,47,47,6.42,,22.13791667,1,49.79638889
8446,,,22,10,0.1,-28,17,33,6.44,0.15,22.16669444,-1,-28.2925
8447,15Tau,PsA,22,10,8.8,-32,32,54,4.92,0.48,22.16911111,-1,-32.54833333
8448,,,22,8,41,45,44,31,6.11,0.72,22.14472222,1,45.74194444
8449,27Pi1,Peg,22,9,13.6,33,10,20,5.58,1,22.15377778,1,33.17222222
8450,26The,Peg,22,10,12,6,11,52,3.53,0.08,22.17,1,6.197777778
8451,,,22,10,21.1,-3,53,39,6.27,-0.01,22.17252778,-1,-3.894166667
8452,38,Aqr,22,10,37.5,-11,33,54,5.46,-0.12,22.17708333,-1,-11.565
8453,,,22,10,33.8,-4,16,2,6.01,0.98,22.17605556,-1,-4.267222222
8454,29Pi2,Peg,22,9,59.2,33,10,42,4.29,0.46,22.16644444,1,33.17833333
8455,,,22,10,19,19,37,1,6.18,0.69,22.17194444,1,19.61694444
8456,,,22,10,22.2,14,37,48,6.33,1.08,22.17283333,1,14.63
8457,,,22,11,2.4,-21,13,57,6.09,0.5,22.184,-1,-21.2325
8458,,,22,10,37.4,11,37,28,5.78,1.58,22.17705556,1,11.62444444
8459,28,Peg,22,10,30.2,20,58,41,6.46,0.12,22.17505556,1,20.97805556
8460,,,22,10,51.6,30,33,11,6.32,0.18,22.181,1,30.55305556
8461,,,22,11,51.3,16,2,26,5.95,0.95,22.19758333,1,16.04055556
8462,39,Aqr,22,12,25.8,-14,11,38,6.03,0.38,22.20716667,-1,-14.19388889
8463,,,22,11,9.9,50,49,24,5.4,0.15,22.18608333,1,50.82333333
8464,,,22,12,57.5,-26,19,40,6.17,0.17,22.21597222,-1,-26.32777778
8465,21Zet,Cep,22,10,51.3,58,12,4,3.35,1.57,22.18091667,1,58.20111111
8466,,,22,12,8,24,57,0,5.92,1.51,22.20222222,1,24.95
8467,,,22,12,43.8,-4,43,15,6.39,0.5,22.21216667,-1,-4.720833333
8468,24,Cep,22,9,48.4,72,20,28,4.79,0.92,22.16344444,1,72.34111111
8469,22Lam,Cep,22,11,30.7,59,24,52,5.04,0.25,22.19186111,1,59.41444444
8470,,,22,13,44.4,-25,10,51,5.58,0.49,22.229,-1,-25.18083333
8471,Psi,Oct,22,17,50.5,-77,30,42,5.51,0.31,22.29736111,-1,-77.51166667
8472,,,22,11,48.8,56,50,22,5.24,0.51,22.19688889,1,56.83944444
8473,,,22,10,15.3,72,6,40,6.37,-0.06,22.17091667,1,72.11111111
8474,,,22,10,38.9,70,7,58,5.5,0.38,22.17747222,1,70.13277778
8475,,,22,12,47.8,34,36,17,5.33,1.13,22.21327778,1,34.60472222
8476,,,22,11,56.9,59,5,5,6.3,1.13,22.19913889,1,59.08472222
8477,,,22,14,38.6,-41,22,54,6.23,0.65,22.24405556,-1,-41.38166667
8478,16Lam,PsA,22,14,18.8,-27,46,1,5.43,-0.16,22.23855556,-1,-27.76694444
8479,,,22,12,1.9,60,45,34,5.35,1.17,22.20052778,1,60.75944444
8480,41,Aqr,22,14,18,-21,4,27,5.32,0.8,22.23833333,-1,-21.07416667
8481,Eps,Oct,22,20,1.5,-80,26,23,5.1,1.47,22.33375,-1,-80.43972222
8482,,,22,13,38.6,28,36,30,5.89,1.15,22.22738889,1,28.60833333
8483,,,22,12,22.3,63,17,29,5.79,1.67,22.20619444,1,63.29138889
8484,,,22,15,35.1,-44,27,7,6.1,1.02,22.25975,-1,-44.45194444
8485,,,22,13,52.7,39,42,54,4.49,1.39,22.23130556,1,39.715
8486,Mu1,Gru,22,15,36.9,-41,20,48,4.79,0.8,22.26025,-1,-41.34666667
8487,,,22,13,49.3,45,26,27,5.53,0.04,22.23036111,1,45.44083333
8488,Mu2,Gru,22,16,26.6,-41,37,39,5.1,0.92,22.27405556,-1,-41.6275
8489,,,22,14,44.4,42,57,14,5.71,0,22.24566667,1,42.95388889
8490,,,22,13,49.5,63,9,45,6.11,-0.08,22.23041667,1,63.1625
8491,,,22,15,59.8,8,32,58,6.21,0.02,22.26661111,1,8.549444444
8492,,,22,16,37.4,-25,53,54,6.15,1.11,22.27705556,-1,-25.89833333
8493,,,22,12,52.9,73,18,26,6.08,1.01,22.21469444,1,73.30722222
8494,23Eps,Cep,22,15,2,57,2,37,4.19,0.28,22.25055556,1,57.04361111
8495,,,22,16,33.6,-1,35,47,6.15,0.19,22.276,-1,-1.596388889
8496,42,Aqr,22,16,48.1,-12,49,53,5.34,1.14,22.28002778,-1,-12.83138889
8497,,,22,16,59.8,-23,8,24,6.17,1.05,22.28327778,-1,-23.14
8498,1,Lac,22,15,58.2,37,44,56,4.13,1.46,22.26616667,1,37.74888889
8499,43The,Aqr,22,16,50,-7,47,0,4.16,0.98,22.28055556,-1,-7.783333333
8500,,,22,16,52.6,-9,2,24,5.79,1.16,22.28127778,-1,-9.04
8501,,,22,18,15.6,-53,37,40,5.37,0.6,22.30433333,-1,-53.62777778
8502,Alp,Tuc,22,18,30.1,-60,15,35,2.86,1.39,22.30836111,-1,-60.25972222
8503,,,22,16,29.7,27,48,15,6.37,0.99,22.27491667,1,27.80416667
8504,44,Aqr,22,17,6.5,-5,23,14,5.75,0.88,22.28513889,-1,-5.387222222
8505,Ups,Oct,22,31,37.4,-85,58,2,5.77,1.02,22.52705556,-1,-85.96722222
8506,,,22,16,26.5,57,13,13,5.88,0.93,22.27402778,1,57.22027778
8507,,,22,18,4.3,0,14,16,6.39,0.44,22.30119444,1,0.2377777778
8508,45,Aqr,22,19,0.8,-13,18,18,5.95,1.06,22.31688889,-1,-13.305
8509,,,22,20,36.2,-57,30,36,6.34,1.37,22.34338889,-1,-57.51
8510,,,22,18,56.2,37,46,10,6.17,0.28,22.31561111,1,37.76944444
8511,25,Cep,22,18,12.7,62,48,16,5.75,1.26,22.30352778,1,62.80444444
8512,46Rho,Aqr,22,20,11.9,-7,49,16,5.37,-0.06,22.33663889,-1,-7.821111111
8513,30,Peg,22,20,27.6,5,47,22,5.37,-0.02,22.341,1,5.789444444
8514,,,22,20,55.8,8,11,12,6.17,0.44,22.34883333,1,8.186666667
8515,Nu,Ind,22,24,36.8,-72,15,20,5.29,0.65,22.41022222,-1,-72.25555556
8516,47,Aqr,22,21,35.6,-21,35,54,5.13,1.07,22.35988889,-1,-21.59833333
8517,,,22,21,0.1,26,56,7,6.47,1.59,22.35002778,1,26.93527778
8518,48Gam,Aqr,22,21,39.4,-1,23,14,3.84,-0.05,22.36094444,-1,-1.387222222
8519,,,22,20,39.6,50,58,51,6.42,,22.34433333,1,50.98083333
8520,31,Peg,22,21,31.1,12,12,19,5.01,-0.13,22.35863889,1,12.20527778
8521,Pi1,Gru,22,22,43.9,-45,56,52,6.62,2.01,22.37886111,-1,-45.94777778
8522,32,Peg,22,21,19.3,28,19,50,4.81,0,22.35536111,1,28.33055556
8523,2,Lac,22,21,1.6,46,32,12,4.57,-0.1,22.35044444,1,46.53666667
8524,Pi2,Gru,22,23,8,-45,55,43,5.62,0.36,22.38555556,-1,-45.92861111
8525,,,22,18,20.4,76,29,17,6.66,0,22.30566667,1,76.48805556
8526,,,22,25,51,-75,0,56,6.04,0.64,22.43083333,-1,-75.01555556
8527,,,22,25,10.5,-70,25,54,5.78,0.38,22.41958333,-1,-70.43166667
8528,,,22,21,50.9,42,4,42,6.41,-0.08,22.36413889,1,42.07833333
8529,49,Aqr,22,23,30.9,-24,45,45,5.53,0.99,22.39191667,-1,-24.7625
8530,,,22,23,32.1,-7,11,40,5.93,1,22.39225,-1,-7.194444444
8531,,,22,24,56.4,-57,47,50,5.32,0.67,22.41566667,-1,-57.79722222
8532,33,Peg,22,23,39.6,20,50,54,6.04,,22.39433333,1,20.84833333
8533,51,Aqr,22,24,6.9,-4,50,13,5.78,-0.04,22.40191667,-1,-4.836944444
8534,50,Aqr,22,24,27.1,-13,31,46,5.76,0.97,22.40752778,-1,-13.52944444
8535,,,22,23,0.2,57,17,4,6.16,-0.13,22.38338889,1,57.28444444
8536,,,22,23,54.2,38,34,25,6.22,0.49,22.39838889,1,38.57361111
8537,,,22,23,0.2,62,25,12,6.04,0.05,22.38338889,1,62.42
8538,3Bet,Lac,22,23,33.6,52,13,45,4.43,1.02,22.39266667,1,52.22916667
8539,52Pi,Aqr,22,25,16.6,1,22,39,4.66,-0.03,22.42127778,1,1.3775
8540,Del,Tuc,22,27,20,-64,57,59,4.48,-0.03,22.45555556,-1,-64.96638889
8541,4,Lac,22,24,31,49,28,35,4.57,0.09,22.40861111,1,49.47638889
8542,,,22,26,10.7,-23,40,57,6.29,-0.03,22.43630556,-1,-23.6825
8543,,,22,25,40.7,18,26,40,6.26,1.22,22.42797222,1,18.44444444
8544,53,Aqr,22,26,34.2,-16,44,29,6.57,,22.44283333,-1,-16.74138889
8545,53,Aqr,22,26,34.4,-16,44,33,6.35,0.61,22.44288889,-1,-16.7425
8546,,,22,13,10.6,86,6,29,5.27,-0.03,22.21961111,1,86.10805556
8547,,,22,28,37.7,-67,29,21,5.55,0.2,22.47713889,-1,-67.48916667
8548,34,Peg,22,26,37.4,4,23,37,5.75,0.52,22.44372222,1,4.393611111
8549,,,22,26,45.7,37,26,38,6.46,-0.13,22.44602778,1,37.44388889
8550,,,22,23,41.3,78,14,36,6.76,-0.06,22.39480556,1,78.24333333
8551,35,Peg,22,27,51.5,4,41,44,4.79,1.05,22.46430556,1,4.695555556
8552,Nu,Gru,22,28,39.2,-39,7,55,5.47,0.95,22.47755556,-1,-39.13194444
8553,,,22,27,26.5,39,48,35,6.14,-0.14,22.45736111,1,39.80972222
8554,,,22,26,59.2,56,26,0,6.57,-0.1,22.44977778,1,56.43333333
8555,,,22,27,46.2,31,50,25,5.98,1.45,22.46283333,1,31.84027778
8556,Del1,Gru,22,29,16.2,-43,29,44,3.97,1.03,22.48783333,-1,-43.49555556
8557,,,22,26,0.8,70,46,15,5.47,1.2,22.43355556,1,70.77083333
8558,55Zet1,Aqr,22,28,49.7,0,1,13,4.59,,22.48047222,1,-0.02027777778
8559,55Zet2,Aqr,22,28,50.1,0,1,12,4.42,0.38,22.48058333,1,-0.02
8560,Del2,Gru,22,29,45.5,-43,44,58,4.11,1.57,22.49597222,-1,-43.74944444
8561,26,Cep,22,27,5.3,65,7,56,5.46,0.37,22.45147222,1,65.13222222
8562,36,Peg,22,29,8,9,7,44,5.58,1.55,22.48555556,1,9.128888889
8563,,,22,29,46,-27,6,26,5.95,0.33,22.49611111,-1,-27.10722222
8564,,,22,29,10.2,26,45,47,5.79,1.25,22.48616667,1,26.76305556
8565,,,22,30,1.5,-12,54,54,6.4,0.32,22.50041667,-1,-12.915
8566,37,Peg,22,29,58,4,25,54,5.48,0.38,22.49944444,1,4.431666667
8567,56,Aqr,22,30,17.4,-14,35,9,6.37,-0.04,22.50483333,-1,-14.58583333
8568,,,22,28,19.7,64,5,8,6.29,1.08,22.47213889,1,64.08555556
8569,,,22,29,43.9,35,43,32,6.56,,22.49552778,1,35.72555556
8570,Zet,PsA,22,30,53.7,-26,4,25,6.43,1.08,22.51491667,-1,-26.07361111
8571,27Del,Cep,22,29,10.3,58,24,55,3.75,0.6,22.48619444,1,58.41527778
8572,5,Lac,22,29,31.8,47,42,25,4.36,1.68,22.49216667,1,47.70694444
8573,57Sig,Aqr,22,30,38.8,-10,40,41,4.82,-0.06,22.51077778,-1,-10.67805556
8574,38,Peg,22,30,1.8,32,34,21,5.65,-0.04,22.5005,1,32.5725
8575,,,22,30,6.5,49,21,22,6.4,1.15,22.50180556,1,49.35611111
8576,17Bet,PsA,22,31,30.3,-32,20,46,4.29,0.01,22.52508333,-1,-32.34611111
8577,,,22,35,26.4,-78,46,18,6.15,1.38,22.59066667,-1,-78.77166667
8578,28Rho1,Cep,22,26,42.5,78,47,9,5.83,0.15,22.44513889,1,78.78583333
8579,6,Lac,22,30,29.3,43,7,24,4.51,-0.09,22.50813889,1,43.12333333
8580,,,22,31,18.4,-2,54,40,6.16,1.08,22.52177778,-1,-2.911111111
8581,,,22,31,18.4,-6,33,18,6.14,0.56,22.52177778,-1,-6.555
8582,Nu,Tuc,22,33,0.1,-61,58,56,4.81,1.61,22.55002778,-1,-61.98222222
8583,58,Aqr,22,31,41.3,-10,54,20,6.38,0.28,22.52813889,-1,-10.90555556
8584,,,22,31,34.2,29,32,34,6.35,0.19,22.52616667,1,29.54277778
8585,7Alp,Lac,22,31,17.5,50,16,57,3.77,0.01,22.52152778,1,50.2825
8586,39,Peg,22,32,35.5,20,13,48,6.42,0.32,22.54319444,1,20.23
8587,,,22,32,46.9,15,51,48,6.32,1.19,22.54636111,1,15.86333333
8588,,,22,32,26.4,39,46,47,5.88,0.16,22.54066667,1,39.77972222
8589,,,22,32,18.8,54,2,15,6.35,,22.53855556,1,54.0375
8590,60,Aqr,22,34,2.9,-1,34,27,5.89,0.99,22.56747222,-1,-1.574166667
8591,29Rho2,Cep,22,29,52.9,78,49,27,5.5,0.06,22.49802778,1,78.82416667
8592,59Ups,Aqr,22,34,41.6,-20,42,30,5.2,0.44,22.57822222,-1,-20.70833333
8593,,,22,35,52.9,-57,53,1,6.23,0.2,22.59802778,-1,-57.88361111
8594,,,22,33,40.6,56,37,30,5.71,0.96,22.56127778,1,56.625
8595,,,22,33,2.9,69,54,49,6.6,0.32,22.55080556,1,69.91361111
8596,,,22,35,36.5,-23,59,28,5.97,0.99,22.59347222,-1,-23.99111111
8597,62Eta,Aqr,22,35,21.4,0,7,3,4.02,-0.09,22.58927778,-1,-0.1175
8598,,,22,33,17,70,22,26,6.34,0,22.55472222,1,70.37388889
8599,,,22,32,16.2,76,13,35,5.68,0.05,22.53783333,1,76.22638889
8600,Sig1,Gru,22,36,29.3,-40,34,58,6.28,0.12,22.60813889,-1,-40.58277778
8601,,,22,36,35.4,-31,39,50,5.82,1.09,22.60983333,-1,-31.66388889
8602,Sig2,Gru,22,36,58.8,-40,35,28,5.86,0.06,22.61633333,-1,-40.59111111
8603,8,Lac,22,35,52.3,39,38,3,5.73,-0.15,22.59786111,1,39.63416667
8604,,,22,36,7.9,35,34,38,6.1,1,22.60219444,1,35.57722222
8605,,,22,36,36.4,11,41,49,6.4,0,22.61011111,1,11.69694444
8606,,,22,35,53.4,50,4,16,6.29,-0.05,22.59816667,1,50.07111111
8607,,,22,35,51.8,56,4,12,6.38,0.12,22.59772222,1,56.07
8608,,,22,37,4.7,12,34,38,6.3,,22.61797222,1,12.57722222
8609,,,22,36,48.7,35,39,9,6.3,1.37,22.61352778,1,35.6525
8610,63Kap,Aqr,22,37,45.4,-4,13,41,5.03,1.14,22.62927778,-1,-4.228055556
8611,,,22,39,8.4,-52,41,32,6.65,0.35,22.65233333,-1,-52.69222222
8612,,,22,38,22.2,-7,53,52,6.23,0.78,22.6395,-1,-7.897777778
8613,9,Lac,22,37,22.4,51,32,43,4.63,0.24,22.62288889,1,51.54527778
8614,,,22,38,44.7,-28,44,52,6.47,1.04,22.64575,-1,-28.74777778
8615,31,Cep,22,35,46.1,73,38,35,5.08,0.39,22.59613889,1,73.64305556
8616,,,22,38,51.5,-33,4,53,5.66,0.05,22.64763889,-1,-33.08138889
8617,,,22,38,17.5,45,10,59,6.4,,22.63819444,1,45.18305556
8618,40,Peg,22,38,52.6,19,31,20,5.82,0.92,22.64794444,1,19.52222222
8619,,,22,39,44,-28,19,31,6.31,1.01,22.66222222,-1,-28.32527778
8620,,,22,40,48.9,-57,25,20,5.97,1.46,22.68025,-1,-57.42222222
8621,,,22,38,37.9,56,47,45,5.21,1.58,22.64386111,1,56.79583333
8622,10,Lac,22,39,15.7,39,3,1,4.88,-0.2,22.65436111,1,39.05027778
8623,,,22,40,22.3,-30,39,32,5.87,1.3,22.67286111,-1,-30.65888889
8624,41,Peg,22,39,47,19,40,52,6.21,0,22.66305556,1,19.68111111
8625,,,22,37,13,75,22,18,5.79,1.57,22.62027778,1,75.37166667
8626,,,22,39,34.3,37,35,34,6.03,0.86,22.65952778,1,37.59277778
8627,30,Cep,22,38,39,63,35,4,5.19,0.06,22.64416667,1,63.58444444
8628,18Eps,PsA,22,40,39.4,-27,2,37,4.17,-0.11,22.67761111,-1,-27.04361111
8629,,,22,40,48,-3,33,15,6.31,0.52,22.68,-1,-3.554166667
8630,Bet,Oct,22,46,3.3,-81,22,54,4.15,0.2,22.76758333,-1,-81.38166667
8631,,,22,40,52.7,14,32,58,5.71,0.72,22.68130556,1,14.54944444
8632,11,Lac,22,40,30.9,44,16,35,4.46,1.33,22.67525,1,44.27638889
8633,,,22,40,18.4,53,50,46,5.93,0.93,22.67177778,1,53.84611111
8634,42Zet,Peg,22,41,27.7,10,49,53,3.4,-0.09,22.69102778,1,10.83138889
8635,,,22,42,36.9,-47,12,38,5.98,0.58,22.71025,-1,-47.21055556
8636,Bet,Gru,22,42,40.1,-46,53,5,2.1,1.6,22.71113889,-1,-46.88472222
8637,19,PsA,22,42,22.1,-29,21,39,6.17,1.54,22.70613889,-1,-29.36083333
8638,,,22,41,31.4,30,57,57,6.34,,22.69205556,1,30.96583333
8639,,,22,42,43.1,-44,14,52,6.07,0.98,22.71197222,-1,-44.24777778
8640,12,Lac,22,41,28.6,40,13,32,5.25,-0.14,22.69127778,1,40.22555556
8641,43Omi,Peg,22,41,45.4,29,18,27,4.79,-0.01,22.69594444,1,29.3075
8642,,,22,41,57.4,14,30,59,5.9,1.11,22.69927778,1,14.51638889
8643,,,22,41,36.1,41,32,58,5.94,,22.69336111,1,41.54944444
8644,Rho,Gru,22,43,30,-41,24,52,4.85,1.03,22.725,-1,-41.41444444
8645,,,22,43,3.5,-8,18,42,6.45,0.17,22.71763889,-1,-8.311666667
8646,,,22,44,16.5,-60,29,58,6.3,0.56,22.73791667,-1,-60.49944444
8647,67,Aqr,22,43,14.3,-6,57,46,6.41,-0.04,22.72063889,-1,-6.962777778
8648,,,22,42,20.8,53,54,32,6.12,1.62,22.70577778,1,53.90888889
8649,66,Aqr,22,43,35.3,-18,49,49,4.69,1.37,22.72647222,-1,-18.83027778
8650,44Eta,Peg,22,43,0.1,30,13,17,2.94,0.86,22.71669444,1,30.22138889
8651,,,22,42,55.5,37,48,10,6.43,-0.09,22.71541667,1,37.80277778
8652,,,22,43,4.5,47,10,7,6.39,0.47,22.71791667,1,47.16861111
8653,,,22,43,42.7,10,56,21,6.51,0.46,22.72852778,1,10.93916667
8654,,,22,44,5.2,39,27,56,5.95,1.48,22.73477778,1,39.46555556
8655,Eta,Gru,22,45,37.9,-53,30,1,4.85,1.18,22.76052778,-1,-53.50027778
8656,13,Lac,22,44,5.5,41,49,9,5.08,0.96,22.73486111,1,41.81916667
8657,,,22,45,40.7,-46,32,51,5.51,1.32,22.76130556,-1,-46.5475
8658,,,22,46,8,-48,58,44,6.62,0.63,22.76888889,-1,-48.97888889
8659,,,22,46,28.3,-49,41,9,6.48,1.14,22.77452778,-1,-49.68583333
8660,45,Peg,22,45,28.2,19,22,0,6.25,1.05,22.75783333,1,19.36666667
8661,,,22,44,49.2,52,31,2,6.55,,22.747,1,52.51722222
8662,,,22,46,43.7,-46,56,22,6.56,0.3,22.77880556,-1,-46.93944444
8663,Xi,Oct,22,50,22.9,-80,7,27,5.35,-0.15,22.83969444,-1,-80.12416667
8664,,,22,49,40.9,-77,3,2,6.73,0.11,22.82802778,-1,-77.05055556
8665,46Xi,Peg,22,46,41.6,12,10,22,4.19,0.5,22.77822222,1,12.17277778
8666,,,22,46,10.2,44,32,46,5.76,0.36,22.7695,1,44.54611111
8667,47Lam,Peg,22,46,31.9,23,33,56,3.95,1.07,22.77552778,1,23.56555556
8668,,,22,47,19.1,-34,9,40,6.28,1.16,22.78863889,-1,-34.16111111
8669,,,22,48,21.4,-61,41,3,6.37,1.06,22.80594444,-1,-61.68416667
8670,68,Aqr,22,47,33.1,-19,36,48,5.26,0.94,22.79252778,-1,-19.61333333
8671,,,22,47,47.1,-38,13,19,6.71,0.48,22.79641667,-1,-38.22194444
8672,,,22,49,17.4,-70,20,52,6.34,0.07,22.8215,-1,-70.34777778
8673,69Tau1,Aqr,22,47,42.8,-14,3,23,5.66,-0.05,22.79522222,-1,-14.05638889
8674,,,22,47,56.2,-25,54,43,6.3,0.91,22.79894444,-1,-25.91194444
8675,Eps,Gru,22,48,33.3,-51,19,1,3.49,0.08,22.80925,-1,-51.31694444
8676,70,Aqr,22,48,30.2,-10,33,20,6.19,0.28,22.80838889,-1,-10.55555556
8677,,,22,47,23.2,58,28,58,6.36,-0.04,22.78977778,1,58.48277778
8678,,,22,48,10.9,37,25,0,5.9,1.03,22.80302778,1,37.41666667
8679,71Tau2,Aqr,22,49,35.5,-13,35,33,4.01,1.57,22.82652778,-1,-13.5925
8680,,,22,49,59.1,-32,48,19,6.33,0.31,22.83308333,-1,-32.80527778
8681,,,22,49,32.3,10,28,44,6.54,0.29,22.82563889,1,10.47888889
8682,,,22,48,47.8,54,24,54,6.12,-0.07,22.81327778,1,54.415
8683,,,22,48,44.2,62,56,18,6.06,1.2,22.81227778,1,62.93833333
8684,48Mu,Peg,22,50,0.2,24,36,6,3.48,0.93,22.83338889,1,24.60166667
8685,,,22,51,2.2,-39,9,25,5.42,1.43,22.85061111,-1,-39.15694444
8686,,,22,51,44.9,-59,52,53,6.46,1.13,22.86247222,-1,-59.88138889
8687,,,22,49,0.7,68,34,13,6.19,,22.81686111,1,68.57027778
8688,,,22,49,46.2,55,54,10,5.43,1.17,22.8295,1,55.90277778
8689,,,22,52,9.9,-63,11,19,6.12,1.03,22.86941667,-1,-63.18861111
8690,14,Lac,22,50,21.8,41,57,13,5.92,0.08,22.83938889,1,41.95361111
8691,,,22,50,39.1,19,8,27,6.4,,22.84419444,1,19.14083333
8692,,,22,50,10.2,50,40,37,6.21,1.14,22.83616667,1,50.67694444
8693,21,PsA,22,51,20.9,-29,32,10,5.97,0.91,22.85580556,-1,-29.53611111
8694,32Iot,Cep,22,49,40.8,66,12,2,3.52,1.05,22.828,1,66.20055556
8695,22Gam,PsA,22,52,31.6,-32,52,32,4.46,-0.04,22.87544444,-1,-32.87555556
8696,,,22,51,22.8,61,41,49,5.6,0.78,22.85633333,1,61.69694444
8697,49Sig,Peg,22,52,24.1,9,50,8,5.16,0.48,22.87336111,1,9.835555556
8698,73Lam,Aqr,22,52,36.9,-7,34,47,3.74,1.64,22.87691667,-1,-7.579722222
8699,15,Lac,22,52,2,43,18,45,4.94,1.56,22.86722222,1,43.3125
8700,Tau1,Gru,22,53,37.9,-48,35,53,6.04,0.62,22.89386111,-1,-48.59805556
8701,Rho,Ind,22,54,39.4,-70,4,25,6.05,0.66,22.91094444,-1,-70.07361111
8702,,,22,47,29,83,9,14,4.74,1.26,22.79138889,1,83.15388889
8703,,,22,53,2.3,16,50,28,5.64,1.12,22.88397222,1,16.84111111
8704,74,Aqr,22,53,28.7,-11,37,0,5.8,-0.08,22.89130556,-1,-11.61666667
8705,,,22,52,52.3,50,24,43,6.46,-0.04,22.88119444,1,50.41194444
8706,,,22,53,11.3,40,10,2,6.34,-0.08,22.88647222,1,40.16722222
8707,,,22,53,3.8,60,6,4,6.01,1.75,22.88438889,1,60.10111111
8708,,,22,53,40.1,44,44,57,5.81,0.26,22.89447222,1,44.74916667
8709,76Del,Aqr,22,54,39,-15,49,15,3.27,0.05,22.91083333,-1,-15.82083333
8710,78,Aqr,22,54,34.1,-7,12,17,6.19,1.28,22.90947222,-1,-7.204722222
8711,77,Aqr,22,54,45.5,-16,16,19,5.56,1.14,22.91263889,-1,-16.27194444
